id,target
img_0099.jpeg,0.028472427
img_0100.jpeg,0.020939393
img_0101.jpeg,0.9802429
img_0102.jpeg,0.26555067
img_0103.jpeg,0.09318546
img_0104.jpeg,0.009069249
img_0105.jpeg,0.13074683
img_0106.jpeg,0.045253757
img_0107.jpeg,0.94531584
img_0108.jpeg,0.25281063
img_0109.jpeg,0.81990284
img_0110.jpeg,0.45086974
img_0111.jpeg,0.797135
img_0112.jpeg,0.6644388
img_0113.jpeg,0.0087877475
img_0114.jpeg,0.5005202
img_0115.jpeg,0.7582229
img_0116.jpeg,0.9976803
img_0117.jpeg,0.19065037
img_0118.jpeg,0.99999964
img_0119.jpeg,0.7870449
img_0120.jpeg,0.0012250318
img_0121.jpeg,0.9739135
img_0122.jpeg,0.98328674
img_0123.jpeg,0.67953235
img_0124.jpeg,0.03963445
img_0125.jpeg,0.23832668
img_0126.jpeg,0.77451426
img_0127.jpeg,0.073297806
img_0128.jpeg,0.85475224
img_0129.jpeg,0.011711236
img_0130.jpeg,0.5357155
img_0131.jpeg,0.6089241
img_0132.jpeg,0.011409219
img_0133.jpeg,0.029764066
img_0134.jpeg,0.020318974
img_0135.jpeg,0.0045028063
img_0136.jpeg,0.9770213
img_0137.jpeg,0.37827325
img_0138.jpeg,0.666233
img_0139.jpeg,0.015545846
img_0140.jpeg,0.0002563941
img_0141.jpeg,0.023358585
img_0142.jpeg,0.6696497
img_0143.jpeg,0.054912765
img_0144.jpeg,0.07519851
img_0145.jpeg,0.13369161
img_0146.jpeg,0.025510484
img_0147.jpeg,0.7397881
img_0148.jpeg,0.22963871
img_0149.jpeg,0.0002606087
img_0150.jpeg,0.59493685
img_0151.jpeg,0.3094867
img_0152.jpeg,0.013017557
img_0153.jpeg,0.2610962
img_0154.jpeg,0.30254745
img_0155.jpeg,0.017476873
img_0156.jpeg,2.4326466e-05
img_0157.jpeg,0.18523249
img_0158.jpeg,0.1325293
img_0159.jpeg,0.00029662545
img_0160.jpeg,0.053122584
img_0161.jpeg,0.6223943
img_0162.jpeg,0.0031178454
img_0163.jpeg,0.035683293
img_0164.jpeg,0.0033274349
img_0165.jpeg,0.034737885
img_0166.jpeg,0.026341718
img_0167.jpeg,0.022304146
img_0168.jpeg,0.0009510928
img_0169.jpeg,0.43416744
img_0170.jpeg,0.0044455887
img_0171.jpeg,0.14645323
img_0172.jpeg,0.6684026
img_0173.jpeg,0.4074767
img_0174.jpeg,0.020430434
img_0175.jpeg,0.7701976
img_0176.jpeg,0.81605506
img_0177.jpeg,0.13112769
img_0178.jpeg,0.046672102
img_0179.jpeg,0.0028591782
img_0180.jpeg,0.85706705
img_0181.jpeg,0.13587016
img_0182.jpeg,0.08170465
img_0183.jpeg,0.1454763
img_0184.jpeg,0.59164727
img_0185.jpeg,0.0247937
img_0186.jpeg,0.024828566
img_0187.jpeg,0.15812169
img_0188.jpeg,0.2802207
img_0189.jpeg,0.54597443
img_0190.jpeg,0.1550676
img_0191.jpeg,0.0026331013
img_0192.jpeg,0.74483013
img_0193.jpeg,0.029444816
img_0194.jpeg,0.00057059346
img_0195.jpeg,0.0059033344
img_0196.jpeg,0.0002610534
img_0197.jpeg,0.00029804965
img_0198.jpeg,0.042568307
img_0199.jpeg,0.21029165
img_0200.jpeg,0.00044219548
img_0201.jpeg,0.9884516
img_0202.jpeg,0.04771741
img_0203.jpeg,0.00019716867
img_0204.jpeg,0.0017511616
img_0205.jpeg,0.042926278
img_0206.jpeg,0.00012971567
img_0207.jpeg,0.0039545805
img_0208.jpeg,0.18367521
img_0209.jpeg,0.950976
img_0210.jpeg,0.0016890438
img_0211.jpeg,0.012266648
img_0212.jpeg,0.00039150735
img_0213.jpeg,0.18594478
img_0214.jpeg,0.22607471
img_0215.jpeg,9.557473e-05
img_0216.jpeg,0.013770202
img_0217.jpeg,0.964264
img_0218.jpeg,0.2021142
img_0219.jpeg,0.32322502
img_0220.jpeg,0.6696108
img_0221.jpeg,0.06958097
img_0222.jpeg,0.0107878335
img_0223.jpeg,0.00010072706
img_0224.jpeg,0.048847344
img_0225.jpeg,0.9427121
img_0226.jpeg,0.092508
img_0227.jpeg,0.87986
img_0228.jpeg,0.03042849
img_0229.jpeg,0.017011698
img_0230.jpeg,0.11121955
img_0231.jpeg,0.008054071
img_0232.jpeg,0.8618505
img_0233.jpeg,0.8286076
img_0234.jpeg,0.28502828
img_0235.jpeg,0.96885204
img_0236.jpeg,0.99866843
img_0237.jpeg,0.9966143
img_0238.jpeg,0.99921775
img_0239.jpeg,0.9998528
img_0240.jpeg,0.99930346
img_0241.jpeg,0.9999758
img_0242.jpeg,0.9989775
img_0243.jpeg,0.9048211
img_0244.jpeg,0.9948454
img_0245.jpeg,0.99914324
img_0246.jpeg,0.999915
img_0247.jpeg,0.9996901
img_0248.jpeg,0.99941206
img_0249.jpeg,0.9998678
img_0250.jpeg,0.999964
img_0251.jpeg,0.9985682
img_0252.jpeg,0.9928859
img_0253.jpeg,0.96008563
img_0254.jpeg,0.999964
img_0255.jpeg,0.9986961
img_0256.jpeg,0.99998534
img_0257.jpeg,0.99967796
img_0258.jpeg,0.964865
img_0259.jpeg,0.96813256
img_0260.jpeg,0.9990188
img_0261.jpeg,0.99993265
img_0262.jpeg,0.9999995
img_0263.jpeg,0.999598
img_0264.jpeg,0.9999659
img_0265.jpeg,0.99362624
img_0266.jpeg,0.99822825
img_0267.jpeg,0.9999161
img_0268.jpeg,0.98568934
img_0269.jpeg,0.98844236
img_0270.jpeg,0.99995077
img_0271.jpeg,0.9999833
img_0272.jpeg,0.999982
img_0273.jpeg,0.99525684
img_0274.jpeg,0.9995523
img_0275.jpeg,0.9999682
img_0276.jpeg,0.9997253
img_0277.jpeg,0.9947137
img_0278.jpeg,0.99971956
img_0279.jpeg,0.9999963
img_0280.jpeg,0.99870086
img_0281.jpeg,0.99991536
img_0282.jpeg,0.5954388
img_0283.jpeg,0.90285856
img_0284.jpeg,0.9999932
img_0285.jpeg,0.9627441
img_0286.jpeg,0.99982107
img_0287.jpeg,0.99576
img_0288.jpeg,0.99981976
img_0289.jpeg,0.99605715
img_0290.jpeg,0.98985016
img_0291.jpeg,0.9994142
img_0292.jpeg,0.9976223
img_0293.jpeg,0.9999776
img_0294.jpeg,0.99978447
img_0295.jpeg,0.9995275
img_0296.jpeg,0.99862444
img_0297.jpeg,0.9999199
img_0298.jpeg,0.99998105
img_0299.jpeg,0.999887
img_0300.jpeg,0.9999808
img_0301.jpeg,0.9981071
img_0302.jpeg,0.9881882
img_0303.jpeg,0.99018526
img_0304.jpeg,0.994271
img_0305.jpeg,0.9999951
img_0306.jpeg,0.9996619
img_0307.jpeg,0.9509304
img_0308.jpeg,0.9996172
img_0309.jpeg,0.99956197
img_0310.jpeg,0.9990274
img_0311.jpeg,0.9931973
img_0312.jpeg,0.9861007
img_0313.jpeg,0.99939394
img_0314.jpeg,0.9999474
img_0315.jpeg,0.9996071
img_0316.jpeg,0.99984574
img_0317.jpeg,0.9908139
img_0318.jpeg,0.99011993
img_0319.jpeg,0.9925949
img_0320.jpeg,0.9998224
img_0321.jpeg,0.99976057
img_0322.jpeg,0.9984864
img_0323.jpeg,0.99984944
img_0324.jpeg,0.9983808
img_0325.jpeg,0.99997103
img_0326.jpeg,0.9823251
img_0327.jpeg,0.9993149
img_0328.jpeg,0.9992493
img_0329.jpeg,0.99188685
img_0330.jpeg,0.9998263
img_0331.jpeg,0.9999871
img_0332.jpeg,0.9999956
img_0333.jpeg,0.99999964
img_0334.jpeg,0.99752444
img_0335.jpeg,0.9997055
img_0336.jpeg,0.9845175
img_0337.jpeg,0.9982103
img_0338.jpeg,0.9998442
img_0339.jpeg,0.9999896
img_0340.jpeg,0.8637031
img_0341.jpeg,0.97229177
img_0342.jpeg,0.99895644
img_0343.jpeg,0.9956106
img_0344.jpeg,0.99978936
img_0345.jpeg,0.9936609
img_0346.jpeg,0.99994314
img_0347.jpeg,0.9992718
img_0348.jpeg,0.9998468
img_0349.jpeg,0.99999964
img_0350.jpeg,0.96255344
img_0351.jpeg,0.99999285
img_0352.jpeg,0.8834113
img_0353.jpeg,0.99875104
img_0354.jpeg,0.99703693
img_0355.jpeg,0.98470795
img_0356.jpeg,0.99810934
img_0357.jpeg,0.9999924
img_0358.jpeg,0.99877614
img_0359.jpeg,0.9999826
img_0360.jpeg,0.9705913
img_0361.jpeg,0.9966515
img_0362.jpeg,0.9989002
img_0363.jpeg,0.9976896
img_0364.jpeg,0.99962234
img_0365.jpeg,0.89014864
img_0366.jpeg,0.9995387
img_0367.jpeg,0.9920483
img_0368.jpeg,0.9998226
img_0369.jpeg,0.9999969
img_0370.jpeg,0.9999304
img_0371.jpeg,0.9995992
img_0372.jpeg,0.99981844
img_0373.jpeg,0.9992399
img_0374.jpeg,0.9912765
img_0375.jpeg,0.99896276
img_0376.jpeg,0.9999881
img_0377.jpeg,0.99995744
img_0378.jpeg,0.99972874
img_0379.jpeg,0.9999938
img_0380.jpeg,0.9865785
img_0381.jpeg,0.99994767
img_0382.jpeg,0.9995892
img_0383.jpeg,0.99880207
img_0384.jpeg,0.99989414
img_0385.jpeg,0.9999572
img_0386.jpeg,0.9999671
img_0387.jpeg,0.9972153
img_0388.jpeg,0.9730769
img_0389.jpeg,0.9969115
img_0390.jpeg,0.9999881
img_0391.jpeg,0.9972089
img_0392.jpeg,0.99932414
img_0393.jpeg,0.999987
img_0394.jpeg,0.9987508
img_0395.jpeg,0.94400525
img_0396.jpeg,0.99774003
img_0397.jpeg,0.95587116
img_0398.jpeg,0.99975616
img_0399.jpeg,0.99923384
img_0400.jpeg,0.9700655
img_0401.jpeg,0.9911033
img_0402.jpeg,0.9406188
img_0403.jpeg,0.99999833
img_0404.jpeg,0.9996084
img_0405.jpeg,0.998757
img_0406.jpeg,0.9995647
img_0407.jpeg,0.99846494
img_0408.jpeg,0.99873537
img_0409.jpeg,0.9914096
img_0410.jpeg,0.9998199
img_0411.jpeg,0.998049
img_0412.jpeg,0.9964593
img_0413.jpeg,0.99999297
img_0414.jpeg,0.99938893
img_0415.jpeg,0.9999987
img_0416.jpeg,0.99976295
img_0417.jpeg,0.99886405
img_0418.jpeg,0.9998574
img_0419.jpeg,0.99453413
img_0420.jpeg,0.9999671
img_0421.jpeg,0.9890764
img_0422.jpeg,0.99825364
img_0423.jpeg,0.9990277
img_0424.jpeg,0.9973072
img_0425.jpeg,0.9999844
img_0426.jpeg,0.9999825
img_0427.jpeg,0.9943614
img_0428.jpeg,0.9992619
img_0429.jpeg,0.99064404
img_0430.jpeg,0.99478346
img_0431.jpeg,0.99717927
img_0432.jpeg,0.99996054
img_0433.jpeg,0.9997903
img_0434.jpeg,0.9996307
img_0435.jpeg,0.999997
img_0436.jpeg,0.99968773
img_0437.jpeg,0.99994636
img_0438.jpeg,0.9990672
img_0439.jpeg,0.9999765
img_0440.jpeg,0.9998617
img_0441.jpeg,0.99987257
img_0442.jpeg,0.94610345
img_0443.jpeg,0.9999713
img_0444.jpeg,0.9947489
img_0445.jpeg,0.043857202
img_0446.jpeg,0.99922574
img_0447.jpeg,0.9996532
img_0448.jpeg,0.9999682
img_0449.jpeg,0.88479763
img_0450.jpeg,0.9736331
img_0451.jpeg,0.9998319
img_0452.jpeg,0.99874425
img_0453.jpeg,0.999079
img_0454.jpeg,0.95823693
img_0455.jpeg,0.9976324
img_0456.jpeg,0.9944011
img_0457.jpeg,0.62469184
img_0458.jpeg,0.9999403
img_0459.jpeg,0.9997055
img_0460.jpeg,0.48561764
img_0461.jpeg,0.9987349
img_0462.jpeg,0.9796397
img_0463.jpeg,0.99992466
img_0464.jpeg,0.9988935
img_0465.jpeg,0.41357362
img_0466.jpeg,0.96636504
img_0467.jpeg,0.99990046
img_0468.jpeg,0.9999181
img_0469.jpeg,0.99955195
img_0470.jpeg,0.99995947
img_0471.jpeg,0.99975973
img_0472.jpeg,0.96319526
img_0473.jpeg,0.99999225
img_0474.jpeg,0.9944973
img_0475.jpeg,0.9995183
img_0476.jpeg,0.9999645
img_0477.jpeg,0.999175
img_0478.jpeg,0.9774181
img_0479.jpeg,0.9997
img_0480.jpeg,0.9996182
img_0481.jpeg,0.98126894
img_0482.jpeg,0.9969259
img_0483.jpeg,0.9996098
img_0484.jpeg,0.99999774
img_0485.jpeg,0.99980533
img_0486.jpeg,0.9996738
img_0487.jpeg,0.9999707
img_0488.jpeg,0.9160331
img_0489.jpeg,0.9730769
img_0490.jpeg,0.99973315
img_0491.jpeg,0.99995375
img_0492.jpeg,0.9999912
img_0493.jpeg,0.9950676
img_0494.jpeg,0.999853
img_0495.jpeg,0.99981165
img_0496.jpeg,0.9999976
img_0497.jpeg,0.999995
img_0498.jpeg,0.99693537
img_0499.jpeg,0.9982462
img_0500.jpeg,0.99994516
img_0501.jpeg,0.9454986
img_0502.jpeg,0.99336004
img_0503.jpeg,0.9999231
img_0504.jpeg,0.99995995
img_0505.jpeg,0.9996321
img_0506.jpeg,0.9901973
img_0507.jpeg,0.99997723
img_0508.jpeg,0.9992415
img_0509.jpeg,0.9988054
img_0510.jpeg,0.99997246
img_0511.jpeg,0.9999355
img_0512.jpeg,0.9999994
img_0513.jpeg,0.9996912
img_0514.jpeg,0.99996936
img_0515.jpeg,0.99998176
img_0516.jpeg,0.9994295
img_0517.jpeg,0.9888996
img_0518.jpeg,0.99994266
img_0519.jpeg,0.9975585
img_0520.jpeg,0.9997601
img_0521.jpeg,0.9975079
img_0522.jpeg,0.99992955
img_0523.jpeg,0.9411662
img_0524.jpeg,0.99972755
img_0525.jpeg,0.99812835
img_0526.jpeg,0.9999931
img_0527.jpeg,0.9962484
img_0528.jpeg,0.99557954
img_0529.jpeg,0.99903804
img_0530.jpeg,0.999541
img_0531.jpeg,0.99678797
img_0532.jpeg,0.9511918
img_0533.jpeg,0.9964019
img_0534.jpeg,0.9999063
img_0535.jpeg,0.99943966
img_0536.jpeg,0.89963317
img_0537.jpeg,0.99951303
img_0538.jpeg,0.8028355
img_0539.jpeg,0.9974133
img_0540.jpeg,0.9994019
img_0541.jpeg,0.9986784
img_0542.jpeg,0.999564
img_0543.jpeg,0.99998975
img_0544.jpeg,0.99760485
img_0545.jpeg,0.9990043
img_0546.jpeg,0.99740285
img_0547.jpeg,0.9999243
img_0548.jpeg,0.9999161
img_0549.jpeg,0.9999639
img_0550.jpeg,0.99992037
img_0551.jpeg,0.9999386
img_0552.jpeg,0.99845576
img_0553.jpeg,0.9390543
img_0554.jpeg,0.9981871
img_0555.jpeg,0.9999583
img_0556.jpeg,0.9886358
img_0557.jpeg,0.99663925
img_0558.jpeg,0.99999654
img_0559.jpeg,0.9999583
img_0560.jpeg,0.95499605
img_0561.jpeg,0.9988116
img_0562.jpeg,0.9980229
img_0563.jpeg,0.9813871
img_0564.jpeg,0.9147616
img_0565.jpeg,0.9999907
img_0566.jpeg,0.9995653
img_0567.jpeg,0.9999962
img_0568.jpeg,0.99337816
img_0569.jpeg,0.9999392
img_0570.jpeg,0.9919042
img_0571.jpeg,0.9855774
img_0572.jpeg,0.87498754
img_0573.jpeg,0.99993587
img_0574.jpeg,0.9999659
img_0575.jpeg,0.999713
img_0576.jpeg,0.99734545
img_0577.jpeg,0.99998116
img_0578.jpeg,0.9998803
img_0579.jpeg,0.99284655
img_0580.jpeg,0.9982476
img_0581.jpeg,0.99999857
img_0582.jpeg,0.99999607
img_0583.jpeg,0.9999163
img_0584.jpeg,0.984576
img_0585.jpeg,0.8373377
img_0586.jpeg,0.99727017
img_0587.jpeg,0.99999714
img_0588.jpeg,0.9996702
img_0589.jpeg,0.9963031
img_0590.jpeg,0.99983406
img_0591.jpeg,0.9995615
img_0592.jpeg,0.97291
img_0593.jpeg,0.9671651
img_0594.jpeg,0.9916148
img_0595.jpeg,0.99720496
img_0596.jpeg,0.9999032
img_0597.jpeg,0.99974483
img_0598.jpeg,0.9998777
img_0599.jpeg,0.9986865
img_0600.jpeg,0.99973303
img_0601.jpeg,0.9949406
img_0602.jpeg,0.9998541
img_0603.jpeg,0.7093683
img_0604.jpeg,0.9959306
img_0605.jpeg,0.9999733
img_0606.jpeg,0.99997056
img_0607.jpeg,0.9999598
img_0608.jpeg,0.99982953
img_0609.jpeg,0.99944323
img_0610.jpeg,0.9999219
img_0611.jpeg,0.99965537
img_0612.jpeg,0.999284
img_0613.jpeg,0.9949679
img_0614.jpeg,0.999902
img_0615.jpeg,0.9999112
img_0616.jpeg,0.99783796
img_0617.jpeg,0.99995124
img_0618.jpeg,0.9811154
img_0619.jpeg,0.99930155
img_0620.jpeg,0.99999464
img_0621.jpeg,0.8907042
img_0622.jpeg,0.9998853
img_0623.jpeg,0.99302375
img_0624.jpeg,0.99984884
